route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
215,0000000042025062820250909,0003283492025062820250909,Pozzacchio,0,SHAPE00147
245,0000000022025062820250909,0003275192025062820250909,Tiarno di Sopra,0,SHAPE00048
7,0000000042025062820250909,0003269312025062820250909,Sicina,0,SHAPE02659
90,0000000042025062820250909,0003289282025062820250909,Levico Terme Autostazione,1,SHAPE01386
110,0000000072025062820250909,0003285182025062820250909,Trento. Autostazione,1,SHAPE00034
636,0000000022025062820250909,0003278632025062820250909,Tione. Autostazione,1,SHAPE00046
198,0000000022025062820250909,0003283102025062820250909,Folgaria. Via Battisti,0,SHAPE00423
375,0000000072025062820250909,0003296652025062820250909,Cles. Autostazione,1,SHAPE01696
123,0000000022025062820250909,0003294022025062820250909,S.Martino di Castrozza,0,SHAPE01650
520,0000000022025062820250909,0003290112025062820250909,Borgo Valsugana-C.Intermodale,0,SHAPE00600
503,0000000042025062820250909,0003284412025062820250909,Ala. Staz. Fs,0,SHAPE02765
134,0000000072025062820250909,0003277312025062820250909,Trento. Autostazione,1,SHAPE00035
69,0000000022025062820250909,0003289532025062820250909,Montesover,0,SHAPE00027
110,0000000022025062820250909,0003284592025062820250909,Bolognano,0,SHAPE02201
67,0000000022025062820250909,0003272602025062820250909,Cavalese. Autostazione,1,SHAPE01466
336,0000000022025062820250909,0003299342025062820250909,Fucine,1,SHAPE00015
364,0000000022025062820250909,0003296822025062820250909,Fondo. Via Garibaldi,0,SHAPE00483
181,0000000042025062820250909,0003286362025062820250909,Garniga Vecchia,0,SHAPE02022
243,0000000012025070120250831,0003273852025070120250831,Penia. Str. Pian Trevisan,0,SHAPE00302
108,0000000072025062820250909,0003293902025062820250909,Borgo Valsugana-C.Intermodale,1,SHAPE01108
110,0000000072025062820250909,0003285812025062820250909,Avio-Carabinieri,0,SHAPE01811
243,0000000012025070120250831,0003274022025070120250831,Moena Albergo Trentino,1,SHAPE00572
134,0000000022025062820250909,0003278562025062820250909,Riva Del G.Autostazione,0,SHAPE00441
420,0000000022025062820250909,0003305302025062820250909,Riva Del G. Autostazione,0,SHAPE00050
157,0000000072025062820250909,0003280192025062820250909,Tione. Autostazione,1,SHAPE00006
503,0000000042025062820250909,0003285242025062820250909,Avio-Carabinieri,0,SHAPE00145
177,0000000042025062820250909,0003290522025062820250909,Hacleri,0,SHAPE01544
86,0000000412025062820250909,0003288822025062820250909,Olle,0,SHAPE00606
80,0000000042025062820250909,0003279562025062820250909,M. Terlago. Htl 2 Laghi,0,SHAPE00689
658,0000000072025062820250909,0003296392025062820250909,Mezzocorona-Staz.Fs,1,SHAPE00038
134,0000000012025062820250909,0003277062025062820250909,Trento. Autostazione,1,SHAPE00035
120,0000000022025062820250909,0003270382025062820250909,Scancio di Segonzano-Snack Bar,1,SHAPE00545
123,0000000022025062820250909,0003293952025062820250909,Borgo Valsugana-C.Intermodale,1,SHAPE00490
352,0000000022025062820250909,0003303342025062820250909,Trento Ftm,1,
364,0000000022025062820250909,0003296852025062820250909,Cles. Autostazione,1,SHAPE02754
123,0000000412025062820250909,0003294232025062820250909,Siror,0,SHAPE01311
611,0000000072025062820250909,0003269762025062820250909,Cavalese. Ospedale,0,SHAPE00833
658,0000000042025062820250909,0003296002025062820250909,Molveno,0,SHAPE00132
352,0000000022025062820250909,0003303292025062820250909,Trento Ftm,1,
683,0000000072025062820250909,0003274492025062820250909,Parcheggio,1,SHAPE00008
357,0000000022025062820250909,0003300402025062820250909,Lanza di Rumo,0,SHAPE00262
634,0000000042025062820250909,0003284732025062820250909,Rovereto. Via Paoli,1,SHAPE01800
102,0000000012025062820250909,0003293632025062820250909,S.Martino di Castrozza,1,SHAPE00369
3,0000000022025062820250909,0003270742025062820250909,Cembra. Polo Scolastico,1,SHAPE00779
658,0000000072025062820250909,0003295682025062820250909,Mezzolombardo,1,SHAPE00330
658,0000000072025062820250909,0003295452025062820250909,Molveno,0,SHAPE00453
503,0000000042025062820250909,0003283032025062820250909,Pilcante,0,SHAPE01487
110,0000000072025062820250909,0003284542025062820250909,Bolognano,0,SHAPE00995
713,0000000022025062820250909,0003300562025062820250909,Male',0,SHAPE01647
245,0000000022025062820250909,0003275252025062820250909,Tiarno di Sopra,0,SHAPE00048
332,0000000072025062820250909,0003299762025062820250909,Passo Tonale,0,SHAPE00357
186,0000000022025062820250909,0003287932025062820250909,Centa,0,SHAPE00162
721,0000000012025062820250909,0003301522025062820250909,Rabbi Coler,0,SHAPE00269
634,0000000022025062820250909,0003285082025062820250909,Rovereto. Via Paoli,1,SHAPE00291
366,0000004512025062820250909,0003297402025062820250909,Cles. Autostazione,0,SHAPE00470
157,0000000072025062820250909,0003280482025062820250909,Tione. Autostazione,1,SHAPE00006
314,0000000022025062820250909,0003283002025062820250909,Ronzo Chienis,0,SHAPE01363
658,0000000022025062820250909,0003301262025062820250909,Mezzolombardo,1,SHAPE00005
184,0000000022025062820250909,0003289192025062820250909,Borgo Valsugana-C.Intermodale,1,SHAPE00170
179,0000000022025062820250909,0003291132025062820250909,Battisti,0,SHAPE02450
549,0000000022025062820250909,0003289432025062820250909,Pergine V. Intermodale,1,SHAPE00228
175,0000004512025062820250909,0003276842025062820250909,Trento. Autostazione,1,SHAPE00366
663,0000000012025062820250909,0003273462025062820250909,Passo Fedaia,0,SHAPE00179
181,0000000072025062820250909,0003286262025062820250909,Trento. Autostazione,1,SHAPE00500
108,0000000042025062820250909,0003293932025062820250909,Borgo Valsugana-C.Intermodale,1,SHAPE01108
198,0000000072025062820250909,0003285122025062820250909,Serrada. Via Pasubio,1,SHAPE00763
243,0000000072025062820250831,0003273112025062820250831,Predazzo. Autostazione,1,SHAPE00049
658,0000000042025062820250909,0003301072025062820250909,S.Michele,1,SHAPE01099
120,0000000042025062820250909,0003270232025062820250909,Trento. Autostazione,1,SHAPE00084
334,0000000072025062820250909,0003299152025062820250909,Marilleva Solaria,0,SHAPE00715
290,0000000022025062820250909,0003291812025062820250909,Faida,0,SHAPE00331
683,0000000012025062820250909,0003274342025062820250909,Passo Pordoi,0,SHAPE00194
175,0000000072025062820250909,0003279062025062820250909,Trento. Autostazione,1,SHAPE00366
120,0000000042025062820250909,0003271802025062820250909,Molina di Fiemme,0,SHAPE02432
69,0000000042025062820250909,0003291742025062820250909,Trento. Autostazione,1,SHAPE01092
378,0000000042025062820250909,0003297162025062820250909,Cis,0,SHAPE00972
721,0000000012025062820250909,0003301382025062820250909,Rabbi Coler,0,SHAPE00269
494,0000000072025062820250909,0003291822025062820250909,Baselga. Municipio,0,SHAPE01098
352,0000000022025062820250909,0003303612025062820250909,Mezzana. Ftm,0,
157,0000000022025062820250909,0003280142025062820250909,Vestone,0,SHAPE01559
641,0000000022025062820250909,0003269662025062820250909,Alpe Pampeago,0,SHAPE00270
243,0000000012025062820250909,0003271652025062820250909,Penia. Str. Pian Trevisan,0,SHAPE00205
73,0000000042025062820250909,0003275172025062820250909,Tione. Autostazione,1,SHAPE00425
203,0000000042025062820250909,0003285162025062820250909,Rovereto. Via Manzoni,1,SHAPE00914
71,0000000022025062820250909,0003279912025062820250909,Trento. Autostazione,1,SHAPE00276
549,0000000042025062820250909,0003292132025062820250909,Nogare',0,SHAPE00740
252,0000000012025062820250909,0003271222025062820250909,Moena Albergo Trentino,1,SHAPE00096
153,0000000022025062820250909,0003274902025062820250909,Riva Del G.Autostazione,1,SHAPE00122
252,0000000012025062820250909,0003271242025062820250909,Moena Albergo Trentino,1,SHAPE00096
658,0000000072025062820250909,0003296082025062820250909,Molveno,0,SHAPE00132
681,0000000392025062820250909,0003302832025062820250909,Portolo,1,SHAPE00472
110,0000000042025062820250909,0003284442025062820250909,Trento. Autostazione,1,SHAPE00034
357,0000000022025062820250909,0003300462025062820250909,Cles. Autostazione,1,SHAPE00623
157,0000000072025062820250909,0003280132025062820250909,Vestone,0,SHAPE01559
245,0000000022025062820250909,0003279502025062820250909,Tiarno di Sopra,1,SHAPE01032
175,0000000042025062820250909,0003278092025062820250909,Vezzano. Apt,1,SHAPE00612
98,0000000022025062820250909,0003290782025062820250909,Primolano. A. Giardino,0,SHAPE00153
86,0000000022025062820250909,0003288852025062820250909,Olle,0,SHAPE00606
324,0000000072025062820250909,0003298532025062820250909,Campeggio Al Plan,0,SHAPE00310
494,0000000072025062820250909,0003291082025062820250909,Montagnaga,1,SHAPE02469
184,0000000022025062820250909,0003289092025062820250909,Borgo Valsugana-C.Intermodale,1,SHAPE00037
248,0000000022025062820250909,0003294582025062820250909,Fiera di Primiero,0,SHAPE00912
507,0000000042025062820250909,0003287802025062820250909,Avio. Via M.Baldo,0,SHAPE00043
658,0000000022025062820250909,0003296212025062820250909,Molveno,0,SHAPE00132
368,0000000022025062820250909,0003297772025062820250909,Sfruz,0,SHAPE01711
237,0000000022025062820250909,0003276172025062820250909,Sardagna-Rotatoria,0,SHAPE00699
69,0000004512025062820250909,0003289482025062820250909,Trento. Autostazione,1,SHAPE00771
683,0000000072025062820250909,0003274472025062820250909,Passo Pordoi,0,SHAPE00194
200,0000000022025062820250909,0003282852025062820250909,Loc. Cazzanelli di Cornè,0,SHAPE02654
658,0000000022025062820250909,0003295652025062820250909,Molveno,0,SHAPE00385
366,0000000072025062820250909,0003303082025062820250909,Cles. Autostazione,0,SHAPE00819
334,0000000022025062820250909,0003299162025062820250909,Marilleva Solaria,0,SHAPE00715
288,0000000012025062820250909,0003272762025062820250909,Predazzo. Autostazione,1,SHAPE00012
658,0000000072025062820250909,0003296282025062820250909,S.Michele,1,SHAPE00031
721,0000000012025062820250909,0003301782025062820250909,Rabbi Coler,0,SHAPE00269
231,0000000042025062820250909,0003285502025062820250909,Brentonico,1,SHAPE02591
175,0000000072025062820250909,0003278252025062820250909,Vezzano. Apt,1,SHAPE00565
65,0000000022025062820250909,0003271162025062820250909,Cavalese. Autostazione,0,SHAPE00328
658,0000000042025062820250909,0003296242025062820250909,Mezzocorona-Staz.Fs,1,SHAPE00038
237,0000000022025062820250909,0003275812025062820250909,Viote. Parcheggio,0,SHAPE00893
177,0000006512025062820250909,0003291222025062820250909,Pergine V. Intermodale,1,SHAPE00284
243,0000000012025070120250831,0003274192025070120250831,Penia. Str. Pian Trevisan,0,SHAPE00055
90,0000000022025062820250909,0003289302025062820250909,Levico Terme Autostazione,1,SHAPE00531
658,0000000042025062820250909,0003301092025062820250909,S.Michele,1,SHAPE00430
134,0000000072025062820250909,0003277242025062820250909,Riva Del G. Via D.Chiesa,0,SHAPE00298
658,0000000072025062820250909,0003295422025062820250909,Molveno,0,SHAPE01215
290,0000000022025062820250909,0003291692025062820250909,Baselga. Municipio,1,SHAPE00495
243,0000000022025062820250909,0003270092025062820250909,Penia. Str. Pian Trevisan,0,SHAPE00022
364,0000000072025062820250909,0003296932025062820250909,Fondo. Via Garibaldi,0,SHAPE00483
366,0000000022025062820250909,0003302862025062820250909,Mezzocorona-Staz.Fs,1,SHAPE00054
721,0000000012025062820250909,0003301372025062820250909,Plaze Dei Forni,1,SHAPE00024
618,0000000022025062820250909,0003294432025062820250909,Mis,1,SHAPE02174
336,0000000022025062820250909,0003298372025062820250909,Peio,0,SHAPE00553
687,0000006272025062820250909,0003280032025062820250909,Vezzano. Apt,0,SHAPE02291
194,0000000022025062820250909,0003286312025062820250909,Aldeno,0,SHAPE00017
67,0000000022025062820250909,0003272572025062820250909,Cavalese. Autostazione,1,SHAPE01466
683,0000000012025062820250909,0003274292025062820250909,Parcheggio,1,SHAPE00008
167,0000000022025062820250909,0003274712025062820250909,Pieve di Bono,1,SHAPE01114
243,0000000012025062820250831,0003271812025062820250831,Predazzo. Autostazione,0,SHAPE00025
90,0000000022025062820250909,0003289262025062820250909,Levico Terme Autostazione,1,SHAPE00531
634,0000000042025062820250909,0003285992025062820250909,Bolognano,0,SHAPE00083
151,0000000042025062820250909,0003270452025062820250909,Civezzano,1,SHAPE01008
181,0000004512025062820250909,0003283912025062820250909,Garniga Vecchia,0,SHAPE00108
658,0000004512025062820250909,0003296342025062820250909,Mezzocorona-Staz.Fs,1,SHAPE00038
634,0000000022025062820250909,0003284932025062820250909,Rovereto. Via Paoli,1,SHAPE00052
108,0000000022025062820250909,0003293762025062820250909,Feltre. Deposito,0,SHAPE01602
658,0000000072025062820250909,0003295882025062820250909,Molveno,0,SHAPE00132
636,0000000042025062820250909,0003281752025062820250909,Campo Carlo Magno,0,SHAPE00184
634,0000000072025062820250909,0003284692025062820250909,Bolognano,0,SHAPE00064
658,0000004512025062820250909,0003296232025062820250909,Mezzocorona-Staz.Fs,1,SHAPE00038
3,0000000042025062820250909,0003271102025062820250909,Grumes,0,SHAPE01722
634,0000000022025062820250909,0003286382025062820250909,Rovereto. Via Paoli,1,SHAPE00076
663,0000000012025062820250909,0003273672025062820250909,Penia. Str. Pian Trevisan,1,SHAPE00156
229,0000000022025062820250909,0003277152025062820250909,Margone,0,SHAPE00916
134,0000000022025062820250909,0003277492025062820250909,Riva Del G.Autostazione,0,SHAPE00272
120,0000000022025062820250909,0003272142025062820250909,Trento. Autostazione,1,SHAPE01256
658,0000000022025062820250909,0003298062025062820250909,Fai Paganella-Sud,1,SHAPE00511
634,0000000022025062820250909,0003288522025062820250909,Riva Del G.Autostazione,0,SHAPE00138
73,0000000042025062820250909,0003275302025062820250909,Montagne. Binio,0,SHAPE01048
102,0000000022025062820250909,0003294152025062820250909,S.Martino di Castrozza,1,SHAPE00369
3,0000000022025062820250909,0003271022025062820250909,Faver Bivio,0,SHAPE02342
241,0000000022025062820250909,0003272512025062820250909,Cavalese. Autostazione,1,SHAPE01011
243,0000000022025062820250909,0003270062025062820250909,Penia. Str. Pian Trevisan,0,SHAPE00022
721,0000000012025062820250909,0003301682025062820250909,Rabbi Coler,0,SHAPE00269
60,0000000042025062820250909,0003273262025062820250909,Palu' di G. C.Polisportivo,0,SHAPE00595
243,0000000022025062820250909,0003269932025062820250909,Penia. Str. Pian Trevisan,0,SHAPE00165
196,0000006272025062820250909,0003286462025062820250909,Guardia di Folgaria,1,SHAPE00496
636,0000000022025062820250909,0003282112025062820250909,Trento. Autostazione,1,SHAPE01003
420,0000000022025062820250909,0003305482025062820250909,Riva Del G. Autostazione,0,SHAPE00050
78,0000000022025062820250909,0003278982025062820250909,Vezzano. Sud,1,SHAPE00149
366,0000000022025062820250909,0003297712025062820250909,Mezzolombardo,1,SHAPE00320
352,0000000022025062820250909,0003303402025062820250909,Mezzana. Ftm,0,
71,0000000022025062820250909,0003279822025062820250909,Ponte Arche Autostazione,1,SHAPE00011
340,0000000042025062820250909,0003273192025062820250909,Rovere'. Trentinalatte,0,SHAPE00774
184,0000004512025062820250909,0003289202025062820250909,Torcegno,0,SHAPE00315
80,0000000072025062820250909,0003276242025062820250909,Laghi di Lamar,0,SHAPE01581
248,0000000012025062820250909,0003294562025062820250909,Imer,1,SHAPE01422
179,0000000022025062820250909,0003291942025062820250909,Pergine V. Intermodale,1,SHAPE01567
520,0000004512025062820250909,0003290192025062820250909,Trento. Autostazione,1,SHAPE01967
134,0000000022025062820250909,0003277392025062820250909,Riva Del G.Autostazione,0,SHAPE00272
658,0000000022025062820250909,0003295432025062820250909,Molveno,0,SHAPE00385
3,0000000022025062820250909,0003270922025062820250909,Faver Bivio,1,SHAPE01106
288,0000000012025062820250909,0003272682025062820250909,Predazzo. Autostazione,1,SHAPE02625
69,0000000072025062820250909,0003291722025062820250909,Trento. Autostazione,1,SHAPE01092
366,0000000042025062820250909,0003303002025062820250909,Mezzocorona-Staz.Fs,1,SHAPE00054
663,0000000012025062820250909,0003273552025062820250909,Penia. Str. Pian Trevisan,1,SHAPE00156
157,0000000022025062820250909,0003276452025062820250909,Tione. Autostazione,1,SHAPE00006
634,0000000022025062820250909,0003284832025062820250909,Rovereto. Via Paoli,1,SHAPE00291
71,0000000022025062820250909,0003279712025062820250909,Tione. Autostazione,0,SHAPE00075
110,0000000072025062820250909,0003285892025062820250909,Rovereto. Staz. Fs,0,SHAPE00253
551,0000000042025062820250909,0003292662025062820250909,Serso. Centrale Idroelettrica,0,SHAPE00456
181,0000000022025062820250909,0003283812025062820250909,Trento. Autostazione,1,SHAPE02513
336,0000000022025062820250909,0003298382025062820250909,Mezzana. Staz Ftm,1,SHAPE01170
184,0000000042025062820250909,0003289172025062820250909,Borgo Valsugana-C.Intermodale,1,SHAPE00037
245,0000000022025062820250909,0003281652025062820250909,Riva Del G.Autostazione,1,SHAPE00367
71,0000000012025062820250909,0003279722025062820250909,Tione. Autostazione,0,SHAPE00075
520,0000000042025062820250909,0003290132025062820250909,Trento. Autostazione,1,SHAPE00652
237,0000000412025062820250909,0003277832025062820250909,Lagolo-Capolinea,1,SHAPE01103
618,0000000042025062820250909,0003294772025062820250909,Busarel,1,SHAPE02098
683,0000000012025062820250909,0003274202025062820250909,Passo Pordoi,0,SHAPE00194
658,0000000042025062820250909,0003302082025062820250909,Molveno,0,SHAPE00132
243,0000000012025070120250831,0003273762025070120250831,Moena Albergo Trentino,1,SHAPE00572
215,0000000502025062820250909,0003311232025062820250909,Pian Delle Fugazze,0,SHAPE01519
157,0000004512025062820250909,0003280292025062820250909,Baitoni,0,SHAPE00032
551,0000000022025062820250909,0003292612025062820250909,Serso. Centrale Idroelettrica,0,SHAPE00456
564,0000006512025062820250909,0003292442025062820250909,Roncegno Terme,0,SHAPE00433
243,0000000012025070120250831,0003273772025070120250831,Penia. Str. Pian Trevisan,0,SHAPE00055
198,0000000022025062820250909,0003287232025062820250909,Rovereto. Staz. Fs,1,SHAPE00319
634,0000000022025062820250909,0003288462025062820250909,Riva Del G.Autostazione,0,SHAPE00138
286,0000000022025062820250909,0003277422025062820250909,Ponte Arche Autostazione,1,SHAPE01183
314,0000000042025062820250909,0003286322025062820250909,Pra Da Lac,0,SHAPE02633
507,0000000022025062820250909,0003284092025062820250909,Avio. Via M.Baldo,0,SHAPE00043
658,0000000042025062820250909,0003296412025062820250909,Mezzocorona-Staz.Fs,1,SHAPE00038
386,0000000022025062820250909,0003297972025062820250909,Cles. Autostazione,1,SHAPE00028
636,0000000072025062820250909,0003282012025062820250909,Campo Carlo Magno,0,SHAPE00133
683,0000000072025062820250909,0003274512025062820250909,Passo Pordoi,0,SHAPE00194
683,0000000012025062820250909,0003274272025062820250909,Parcheggio,1,SHAPE00008
106,0000000402025062820250909,0003293272025062820250909,Canal S. Bovo,1,SHAPE00872
349,0000000022025062820250909,0003297942025062820250909,Cles. Autostazione,1,SHAPE00297
243,0000000072025062820250909,0003269982025062820250909,Penia. Str. Pian Trevisan,0,SHAPE00022
634,0000000072025062820250909,0003285972025062820250909,Bolognano,0,SHAPE00083
157,0000000042025062820250909,0003280302025062820250909,Baitoni,0,SHAPE00032
67,0000000022025062820250909,0003269422025062820250909,Cavalese. Autostazione,1,SHAPE01466
243,0000000012025070120250831,0003274062025070120250831,Moena Albergo Trentino,1,SHAPE00572
184,0000000412025062820250909,0003289112025062820250909,Borgo Valsugana-C.Intermodale,1,SHAPE00170
181,0000000022025062820250909,0003283772025062820250909,Trento. Autostazione,1,SHAPE02513
237,0000000402025062820250909,0003277742025062820250909,Vezzano. Apt,0,SHAPE00691
564,0000006512025062820250909,0003380192025062820250909,Borgo V. Ospedale,0,SHAPE01937
186,0000000042025062820250909,0003287982025062820250909,Trento. Autostazione,1,SHAPE00071
503,0000000022025062820250909,0003284102025062820250909,Avio-Carabinieri,0,SHAPE00145
243,0000000022025062820250909,0003273122025062820250909,Cavalese. Autostazione,1,SHAPE01249
194,0000000022025062820250909,0003285962025062820250909,Nomi,0,SHAPE01471
326,0000000022025062820250909,0003299002025062820250909,Belvedere,0,SHAPE00577
336,0000000022025062820250909,0003299672025062820250909,Fucine,1,SHAPE00015
181,0000000022025062820250909,0003283742025062820250909,Trento. Autostazione,1,SHAPE02055
134,0000000022025062820250909,0003277322025062820250909,Trento. Autostazione,1,SHAPE00035
69,0000000042025062820250909,0003289502025062820250909,Trento. Autostazione,1,SHAPE01092
332,0000000022025062820250909,0003299832025062820250909,Passo Tonale,0,SHAPE00357
203,0000005552025062820250909,0003287652025062820250909,Raossi,1,SHAPE00236
71,0000000072025062820250909,0003275622025062820250909,Ponte Arche Autostazione,1,SHAPE00011
636,0000000072025062820250909,0003278622025062820250909,Trento. Autostazione,1,SHAPE00088
343,0000000042025062820250909,0003272042025062820250909,Mezzocorona Ftm,1,SHAPE00063
683,0000000022025062820250909,0003274542025062820250909,Parcheggio,1,SHAPE00008
102,0000000012025062820250909,0003293742025062820250909,Siror,1,SHAPE00086
721,0000000012025062820250909,0003301572025062820250909,Plaze Dei Forni,1,SHAPE00024
102,0000000012025062820250909,0003293572025062820250909,S.Martino di Castrozza,1,SHAPE00369
288,0000000012025062820250909,0003272372025062820250909,Fiera di Primiero,0,SHAPE00408
368,0000000022025062820250909,0003297792025062820250909,Credai,0,SHAPE01154
352,0000000022025062820250909,0003303692025062820250909,Trento Ftm,1,
237,0000000022025062820250909,0003276192025062820250909,Viote. Parcheggio,0,SHAPE00893
55,0000000022025062820250909,0003270672025062820250909,S.Michele,0,SHAPE01156
252,0000000012025062820250909,0003271312025062820250909,P.S.Pellegrino-Fun,0,SHAPE00065
562,0000000042025062820250909,0003292472025062820250909,Pergine V. Intermodale,1,SHAPE00403
681,0000000392025062820250909,0003302772025062820250909,Portolo,1,SHAPE00151
552,0000000022025062820250909,0003292172025062820250909,Pergine V. Intermodale,1,SHAPE00941
108,0000000012025062820250909,0003293962025062820250909,Borgo Valsugana-C.Intermodale,1,SHAPE01108
383,0000000022025062820250909,0003299972025062820250909,Cles. Autostazione,1,SHAPE01630
352,0000000022025062820250909,0003303252025062820250909,Trento Ftm,1,
336,0000000022025062820250909,0003299322025062820250909,Peio,0,SHAPE00510
336,0000000022025062820250909,0003299702025062820250909,Fucine,1,SHAPE00015
636,0000000072025062820250909,0003281962025062820250909,Trento. Autostazione,1,SHAPE00088
336,0000000022025062820250909,0003299612025062820250909,Fucine,1,SHAPE00015
383,0000000022025062820250909,0003299982025062820250909,Tres,0,SHAPE01590
721,0000000012025062820250909,0003301542025062820250909,Rabbi Coler,0,SHAPE00269
248,0000000012025062820250909,0003294602025062820250909,Fiera di Primiero,1,SHAPE00673
634,0000004512025062820250909,0003285872025062820250909,Riva Del G.Autostazione,0,SHAPE00138
157,0000000022025062820250909,0003280202025062820250909,Tione. Autostazione,1,SHAPE00006
184,0000004512025062820250909,0003289012025062820250909,Borgo Valsugana-C.Intermodale,1,SHAPE01922
181,0000000042025062820250909,0003283672025062820250909,Trento. Autostazione,1,SHAPE00500
98,0000000042025062820250909,0003290632025062820250909,Borgo Valsugana-C.Intermodale,1,SHAPE00354
641,0000000022025062820250909,0003269732025062820250909,Alpe Pampeago,0,SHAPE00270
503,0000000042025062820250909,0003284002025062820250909,Sabbionara V.Pozza "Erta",0,SHAPE01066
243,0000000012025070120250831,0003273822025070120250831,Soraga,1,SHAPE00401
157,0000000022025062820250909,0003276742025062820250909,Baitoni,0,SHAPE00032
352,0000000022025062820250909,0003304442025062820250909,Mezzolombardo Ferrovia,0,
245,0000000022025062820250909,0003276222025062820250909,Baitoni,0,SHAPE00068
658,0000000012025062820250909,0003298172025062820250909,Molveno,0,SHAPE01316
181,0000000042025062820250909,0003283642025062820250909,Trento. Autostazione,1,SHAPE01021
713,0000000042025062820250909,0003300572025062820250909,Trento. Staz. Fs,1,SHAPE01484
243,0000000012025070120250831,0003273832025070120250831,Penia. Str. Pian Trevisan,0,SHAPE00055
177,0000000022025062820250909,0003289402025062820250909,Kamauz,0,SHAPE00451
658,0000000022025062820250909,0003295782025062820250909,Mezzolombardo,1,SHAPE00005
354,0000000022025062820250909,0003298092025062820250909,Cles. Autostazione,1,SHAPE00409
549,0000000042025062820250909,0003292142025062820250909,Pergine V. Intermodale,1,SHAPE00228
721,0000000012025062820250909,0003301442025062820250909,Rabbi Coler,0,SHAPE00269
721,0000000012025062820250909,0003301472025062820250909,Plaze Dei Forni,1,SHAPE00024
3,0000000042025062820250909,0003270722025062820250909,Trento. Autostazione,1,SHAPE01416
181,0000000042025062820250909,0003284072025062820250909,Trento. Autostazione,1,SHAPE00636
332,0000000022025062820250909,0003298852025062820250909,Vermiglio. Nord,0,SHAPE01111
80,0000000022025062820250909,0003276532025062820250909,M. Terlago. Htl 2 Laghi,0,SHAPE00091
634,0000000072025062820250909,0003288312025062820250909,Rovereto. Via Paoli,1,SHAPE00076
663,0000000012025062820250909,0003273352025062820250909,Penia. Str. Pian Trevisan,1,SHAPE00156
132,0000004512025062820250909,0003288972025062820250909,Borgo Valsugana-C.Intermodale,1,SHAPE00282
80,0000000022025062820250909,0003276252025062820250909,Laghi di Lamar,0,SHAPE01587
153,0000000022025062820250909,0003274832025062820250909,Riva Del G.Autostazione,1,SHAPE00122
245,0000000072025062820250909,0003275552025062820250909,Tiarno di Sopra,0,SHAPE00048
364,0000000022025062820250909,0003296782025062820250909,Cles. Autostazione,1,SHAPE00530
186,0000000022025062820250909,0003286872025062820250909,Luserna,0,SHAPE02187
522,0000000072025062820250909,0003292862025062820250909,Castello Tesino,0,SHAPE00370
203,0000000042025062820250909,0003287952025062820250909,Rovereto. Via Savioli,1,SHAPE02583
110,0000000022025062820250909,0003285332025062820250909,Trento. Autostazione,1,SHAPE00034
90,0000000022025062820250909,0003289332025062820250909,Barco,0,SHAPE01882
663,0000000012025062820250909,0003273432025062820250909,Penia. Str. Pian Trevisan,1,SHAPE00156
69,0000000042025062820250909,0003311332025062820250909,Montesover,0,SHAPE00027
368,0000000022025062820250909,0003297842025062820250909,Cles. Autostazione,1,SHAPE00637
658,0000000012025062820250909,0003298222025062820250909,Andalo,1,SHAPE01975
507,0000000022025062820250909,0003286122025062820250909,Rovereto. Via Paoli,0,SHAPE00645
245,0000000022025062820250909,0003275142025062820250909,Ampola Parcheggio,0,SHAPE00178
134,0000000012025062820250909,0003277632025062820250909,Riva Del G.Autostazione,0,SHAPE00272
395,0000000042025062820250909,0003300042025062820250909,Toss,0,SHAPE00254
663,0000000012025062820250909,0003273402025062820250909,Passo Fedaia,0,SHAPE00179
703,0000000022025062820250909,0003303142025062820250909,Lavis Ftm,1,SHAPE01237
237,0000000022025062820250909,0003276102025062820250909,Trento. Autostazione,1,SHAPE02269
169,0000000412025062820250909,0003288722025062820250909,Samone,0,SHAPE00919
354,0000000022025062820250909,0003298112025062820250909,Cles. Autostazione,1,SHAPE00409
196,0000000022025062820250909,0003282562025062820250909,Folgaria. Via Battisti,1,SHAPE02035
237,0000000072025062820250909,0003279032025062820250909,Lagolo-Capolinea,0,SHAPE00321
520,0000000022025062820250909,0003290272025062820250909,Borgo V. Valli,0,SHAPE00187
520,0000000042025062820250909,0003291712025062820250909,Borgo Valsugana-C.Intermodale,0,SHAPE00812
245,0000000072025062820250909,0003275082025062820250909,Riva Del G.Autostazione,1,SHAPE00367
658,0000000022025062820250909,0003295512025062820250909,Molveno,0,SHAPE00385
721,0000000012025062820250909,0003301412025062820250909,Plaze Dei Forni,1,SHAPE00024
683,0000000012025062820250909,0003274312025062820250909,Parcheggio,1,SHAPE00008
157,0000000022025062820250909,0003276622025062820250909,Tione. Autostazione,1,SHAPE00006
241,0000000022025062820250909,0003272652025062820250909,Passo Oclini,0,SHAPE00393
352,0000000022025062820250909,0003304332025062820250909,Mezzana. Ftm,0,
175,0000000072025062820250909,0003278082025062820250909,Vezzano. Apt,1,SHAPE00612
188,0000004512025062820250909,0003290482025062820250909,Pergine V. Intermodale,1,SHAPE00376
120,0000000072025062820250909,0003270392025062820250909,Cavalese. Autostazione,0,SHAPE01900
194,0000004512025062820250909,0003283552025062820250909,Aldeno,0,SHAPE00323
324,0000000022025062820250909,0003298562025062820250909,Male',1,SHAPE00488
